Measure,Country,Sex,Age.Range,Cause,Metric,Year,Rate,GDP_ProCap_USD2010,UnemploymentRate,SuicCrime,Geo_Region,HeatDeaths,HeatWave,CivilWar,ViolentEvent,Unemployment_lag1year,Unemployment_lag2year,GDP_lag1year,GDP_lag2year,Income_2010
Deaths,Solomon Islands,Male,30 to 34,Self-harm,Rate,1998,44.09545602,1550.860938,2.066999912,Not a Crime,East Asia & Pacific,0,Normal,No,No,2.071000099,2.082000017,1566.560204,1634.503803,Lower-Middle
Deaths,Solomon Islands,Male,30 to 34,Self-harm,Rate,1999,43.12634468,1501.512464,2.10800004,Not a Crime,East Asia & Pacific,0,Normal,No,No,2.066999912,2.071000099,1550.860938,1566.560204,Lower-Middle
Deaths,Solomon Islands,Male,30 to 34,Self-harm,Rate,2000,42.50748656,1252.739311,2.09100008,Not a Crime,East Asia & Pacific,0,Normal,No,No,2.10800004,2.066999912,1501.512464,1550.860938,Lower-Middle
Deaths,Solomon Islands,Male,30 to 34,Self-harm,Rate,2001,42.18887896,1122.105241,2.088000059,Not a Crime,East Asia & Pacific,0,Normal,No,No,2.09100008,2.10800004,1252.739311,1501.512464,Lower-Middle
Deaths,Solomon Islands,Male,30 to 34,Self-harm,Rate,2002,42.00884651,1061.910696,2.134000063,Not a Crime,East Asia & Pacific,0,Normal,No,No,2.088000059,2.09100008,1122.105241,1252.739311,Lower-Middle
Deaths,Solomon Islands,Male,30 to 34,Self-harm,Rate,2003,41.77767563,1101.62533,2.138999939,Not a Crime,East Asia & Pacific,0,Normal,No,No,2.134000063,2.088000059,1061.910696,1122.105241,Lower-Middle
Deaths,Solomon Islands,Male,30 to 34,Self-harm,Rate,2004,41.5026744,1126.549857,2.095999956,Not a Crime,East Asia & Pacific,0,Normal,No,No,2.138999939,2.134000063,1101.62533,1061.910696,Lower-Middle
Deaths,Solomon Islands,Male,30 to 34,Self-harm,Rate,2005,41.11644973,1158.864191,2.042000055,Not a Crime,East Asia & Pacific,0,Normal,No,No,2.095999956,2.138999939,1126.549857,1101.62533,Lower-Middle
Deaths,Solomon Islands,Male,30 to 34,Self-harm,Rate,2006,40.86092782,1210.61573,1.934999943,Not a Crime,East Asia & Pacific,0,Normal,No,No,2.042000055,2.095999956,1158.864191,1126.549857,Lower-Middle
Deaths,Solomon Islands,Male,30 to 34,Self-harm,Rate,2007,40.5355352,1270.050159,1.847000003,Not a Crime,East Asia & Pacific,0,Normal,No,No,1.934999943,2.042000055,1210.61573,1158.864191,Lower-Middle
Deaths,Solomon Islands,Male,30 to 34,Self-harm,Rate,2008,40.12720406,1329.960289,1.819000006,Not a Crime,East Asia & Pacific,0,Normal,No,No,1.847000003,1.934999943,1270.050159,1210.61573,Lower-Middle
Deaths,Solomon Islands,Male,30 to 34,Self-harm,Rate,2009,39.84609489,1237.871751,2.019999981,Not a Crime,East Asia & Pacific,0,Normal,No,No,1.819000006,1.847000003,1329.960289,1270.050159,Lower-Middle
Deaths,Solomon Islands,Male,30 to 34,Self-harm,Rate,2010,39.55944941,1290.398786,1.654999971,Not a Crime,East Asia & Pacific,0,Normal,No,No,2.019999981,1.819000006,1237.871751,1329.960289,Lower-Middle
Deaths,Solomon Islands,Male,30 to 34,Self-harm,Rate,2011,39.1846798,1423.829176,1.286000013,Not a Crime,East Asia & Pacific,0,Normal,No,No,1.654999971,2.019999981,1290.398786,1237.871751,Lower-Middle
Deaths,Solomon Islands,Male,30 to 34,Self-harm,Rate,2012,38.81250217,1449.75581,0.967999995,Not a Crime,East Asia & Pacific,0,Normal,No,No,1.286000013,1.654999971,1423.829176,1290.398786,Lower-Middle
Deaths,Solomon Islands,Male,30 to 34,Self-harm,Rate,2013,38.54254525,1453.587861,0.694000006,Not a Crime,East Asia & Pacific,0,Normal,No,No,0.967999995,1.286000013,1449.75581,1423.829176,Lower-Middle
Deaths,Solomon Islands,Male,30 to 34,Self-harm,Rate,2014,38.374452,1446.436173,0.67900002,Not a Crime,East Asia & Pacific,0,Normal,No,No,0.694000006,0.967999995,1453.587861,1449.75581,Lower-Middle
Deaths,Solomon Islands,Male,30 to 34,Self-harm,Rate,2015,38.29180348,1443.764399,0.66900003,Not a Crime,East Asia & Pacific,0,Normal,No,No,0.67900002,0.694000006,1446.436173,1453.587861,Lower-Middle
Deaths,Solomon Islands,Male,30 to 34,Self-harm,Rate,2016,38.20972051,1451.006359,0.657999992,Not a Crime,East Asia & Pacific,0,Normal,No,No,0.66900003,0.67900002,1443.764399,1446.436173,Lower-Middle
Deaths,Solomon Islands,Male,30 to 34,Self-harm,Rate,2017,38.13406552,1465.329956,0.637000024,Not a Crime,East Asia & Pacific,0,Normal,No,No,0.657999992,0.66900003,1451.006359,1443.764399,Lower-Middle
Deaths,Solomon Islands,Male,35 to 39,Self-harm,Rate,1991,48.69191851,1338.326728,1.929999948,Not a Crime,East Asia & Pacific,0,Normal,No,No,,,,,Lower-Middle
Deaths,Solomon Islands,Male,35 to 39,Self-harm,Rate,1992,47.9496067,1466.051335,1.970000029,Not a Crime,East Asia & Pacific,0,Normal,No,No,1.929999948,,1338.326728,,Lower-Middle
Deaths,Solomon Islands,Male,35 to 39,Self-harm,Rate,1993,47.18109657,1481.653539,2.051000118,Not a Crime,East Asia & Pacific,0,Normal,No,No,1.970000029,1.929999948,1466.051335,1338.326728,Lower-Middle
Deaths,Solomon Islands,Male,35 to 39,Self-harm,Rate,1994,46.26969369,1572.586906,2.065999985,Not a Crime,East Asia & Pacific,0,Normal,No,No,2.051000118,1.970000029,1481.653539,1466.051335,Lower-Middle
Deaths,Solomon Islands,Male,35 to 39,Self-harm,Rate,1995,45.29005377,1654.540151,2.069999933,Not a Crime,East Asia & Pacific,0,Normal,No,No,2.065999985,2.051000118,1572.586906,1481.653539,Lower-Middle
Deaths,Solomon Islands,Male,35 to 39,Self-harm,Rate,1996,44.36039813,1634.503803,2.082000017,Not a Crime,East Asia & Pacific,0,Normal,No,No,2.069999933,2.065999985,1654.540151,1572.586906,Lower-Middle
Deaths,Solomon Islands,Male,35 to 39,Self-harm,Rate,1997,43.54185684,1566.560204,2.071000099,Not a Crime,East Asia & Pacific,0,Normal,No,No,2.082000017,2.069999933,1634.503803,1654.540151,Lower-Middle
Deaths,Solomon Islands,Male,35 to 39,Self-harm,Rate,1998,42.72076704,1550.860938,2.066999912,Not a Crime,East Asia & Pacific,0,Normal,No,No,2.071000099,2.082000017,1566.560204,1634.503803,Lower-Middle
Deaths,Solomon Islands,Male,35 to 39,Self-harm,Rate,1999,41.89628555,1501.512464,2.10800004,Not a Crime,East Asia & Pacific,0,Normal,No,No,2.066999912,2.071000099,1550.860938,1566.560204,Lower-Middle
Deaths,Solomon Islands,Male,35 to 39,Self-harm,Rate,2000,41.37158761,1252.739311,2.09100008,Not a Crime,East Asia & Pacific,0,Normal,No,No,2.10800004,2.066999912,1501.512464,1550.860938,Lower-Middle
Deaths,Solomon Islands,Male,35 to 39,Self-harm,Rate,2001,41.10475222,1122.105241,2.088000059,Not a Crime,East Asia & Pacific,0,Normal,No,No,2.09100008,2.10800004,1252.739311,1501.512464,Lower-Middle
Deaths,Solomon Islands,Male,35 to 39,Self-harm,Rate,2002,40.95096299,1061.910696,2.134000063,Not a Crime,East Asia & Pacific,0,Normal,No,No,2.088000059,2.09100008,1122.105241,1252.739311,Lower-Middle
Deaths,Solomon Islands,Male,35 to 39,Self-harm,Rate,2003,40.72007581,1101.62533,2.138999939,Not a Crime,East Asia & Pacific,0,Normal,No,No,2.134000063,2.088000059,1061.910696,1122.105241,Lower-Middle
Deaths,Solomon Islands,Male,35 to 39,Self-harm,Rate,2004,40.45896698,1126.549857,2.095999956,Not a Crime,East Asia & Pacific,0,Normal,No,No,2.138999939,2.134000063,1101.62533,1061.910696,Lower-Middle
Deaths,Solomon Islands,Male,35 to 39,Self-harm,Rate,2005,40.08188287,1158.864191,2.042000055,Not a Crime,East Asia & Pacific,0,Normal,No,No,2.095999956,2.138999939,1126.549857,1101.62533,Lower-Middle
Deaths,Solomon Islands,Male,35 to 39,Self-harm,Rate,2006,39.82378429,1210.61573,1.934999943,Not a Crime,East Asia & Pacific,0,Normal,No,No,2.042000055,2.095999956,1158.864191,1126.549857,Lower-Middle
Deaths,Solomon Islands,Male,35 to 39,Self-harm,Rate,2007,39.48698909,1270.050159,1.847000003,Not a Crime,East Asia & Pacific,0,Normal,No,No,1.934999943,2.042000055,1210.61573,1158.864191,Lower-Middle
Deaths,Solomon Islands,Male,35 to 39,Self-harm,Rate,2008,39.03943536,1329.960289,1.819000006,Not a Crime,East Asia & Pacific,0,Normal,No,No,1.847000003,1.934999943,1270.050159,1210.61573,Lower-Middle
Deaths,Solomon Islands,Male,35 to 39,Self-harm,Rate,2009,38.67961695,1237.871751,2.019999981,Not a Crime,East Asia & Pacific,0,Normal,No,No,1.819000006,1.847000003,1329.960289,1270.050159,Lower-Middle
Deaths,Solomon Islands,Male,35 to 39,Self-harm,Rate,2010,38.29053179,1290.398786,1.654999971,Not a Crime,East Asia & Pacific,0,Normal,No,No,2.019999981,1.819000006,1237.871751,1329.960289,Lower-Middle
Deaths,Solomon Islands,Male,35 to 39,Self-harm,Rate,2011,37.83964291,1423.829176,1.286000013,Not a Crime,East Asia & Pacific,0,Normal,No,No,1.654999971,2.019999981,1290.398786,1237.871751,Lower-Middle
Deaths,Solomon Islands,Male,35 to 39,Self-harm,Rate,2012,37.44909136,1449.75581,0.967999995,Not a Crime,East Asia & Pacific,0,Normal,No,No,1.286000013,1.654999971,1423.829176,1290.398786,Lower-Middle
Deaths,Solomon Islands,Male,35 to 39,Self-harm,Rate,2013,37.12919548,1453.587861,0.694000006,Not a Crime,East Asia & Pacific,0,Normal,No,No,0.967999995,1.286000013,1449.75581,1423.829176,Lower-Middle
Deaths,Solomon Islands,Male,35 to 39,Self-harm,Rate,2014,36.86487954,1446.436173,0.67900002,Not a Crime,East Asia & Pacific,0,Normal,No,No,0.694000006,0.967999995,1453.587861,1449.75581,Lower-Middle
Deaths,Solomon Islands,Male,35 to 39,Self-harm,Rate,2015,36.68362805,1443.764399,0.66900003,Not a Crime,East Asia & Pacific,0,Normal,No,No,0.67900002,0.694000006,1446.436173,1453.587861,Lower-Middle
Deaths,Solomon Islands,Male,35 to 39,Self-harm,Rate,2016,36.50971923,1451.006359,0.657999992,Not a Crime,East Asia & Pacific,0,Normal,No,No,0.66900003,0.67900002,1443.764399,1446.436173,Lower-Middle
Deaths,Solomon Islands,Male,35 to 39,Self-harm,Rate,2017,36.37929414,1465.329956,0.637000024,Not a Crime,East Asia & Pacific,0,Normal,No,No,0.657999992,0.66900003,1451.006359,1443.764399,Lower-Middle
Deaths,Solomon Islands,Male,40 to 44,Self-harm,Rate,1991,41.50615635,1338.326728,1.929999948,Not a Crime,East Asia & Pacific,0,Normal,No,No,,,,,Lower-Middle
Deaths,Solomon Islands,Male,40 to 44,Self-harm,Rate,1992,40.86909172,1466.051335,1.970000029,Not a Crime,East Asia & Pacific,0,Normal,No,No,1.929999948,,1338.326728,,Lower-Middle
Deaths,Solomon Islands,Male,40 to 44,Self-harm,Rate,1993,40.22834529,1481.653539,2.051000118,Not a Crime,East Asia & Pacific,0,Normal,No,No,1.970000029,1.929999948,1466.051335,1338.326728,Lower-Middle
Deaths,Solomon Islands,Male,40 to 44,Self-harm,Rate,1994,39.50546083,1572.586906,2.065999985,Not a Crime,East Asia & Pacific,0,Normal,No,No,2.051000118,1.970000029,1481.653539,1466.051335,Lower-Middle
Deaths,Solomon Islands,Male,40 to 44,Self-harm,Rate,1995,38.6512849,1654.540151,2.069999933,Not a Crime,East Asia & Pacific,0,Normal,No,No,2.065999985,2.051000118,1572.586906,1481.653539,Lower-Middle
Deaths,Solomon Islands,Male,40 to 44,Self-harm,Rate,1996,37.88793566,1634.503803,2.082000017,Not a Crime,East Asia & Pacific,0,Normal,No,No,2.069999933,2.065999985,1654.540151,1572.586906,Lower-Middle
Deaths,Solomon Islands,Male,40 to 44,Self-harm,Rate,1997,37.19576401,1566.560204,2.071000099,Not a Crime,East Asia & Pacific,0,Normal,No,No,2.082000017,2.069999933,1634.503803,1654.540151,Lower-Middle
Deaths,Solomon Islands,Male,40 to 44,Self-harm,Rate,1998,36.49866747,1550.860938,2.066999912,Not a Crime,East Asia & Pacific,0,Normal,No,No,2.071000099,2.082000017,1566.560204,1634.503803,Lower-Middle
Deaths,Solomon Islands,Male,40 to 44,Self-harm,Rate,1999,35.80294972,1501.512464,2.10800004,Not a Crime,East Asia & Pacific,0,Normal,No,No,2.066999912,2.071000099,1550.860938,1566.560204,Lower-Middle
Deaths,Solomon Islands,Male,40 to 44,Self-harm,Rate,2000,35.37870489,1252.739311,2.09100008,Not a Crime,East Asia & Pacific,0,Normal,No,No,2.10800004,2.066999912,1501.512464,1550.860938,Lower-Middle
Deaths,Solomon Islands,Male,40 to 44,Self-harm,Rate,2001,35.11168254,1122.105241,2.088000059,Not a Crime,East Asia & Pacific,0,Normal,No,No,2.09100008,2.10800004,1252.739311,1501.512464,Lower-Middle
Deaths,Solomon Islands,Male,40 to 44,Self-harm,Rate,2002,34.95362778,1061.910696,2.134000063,Not a Crime,East Asia & Pacific,0,Normal,No,No,2.088000059,2.09100008,1122.105241,1252.739311,Lower-Middle
Deaths,Solomon Islands,Male,40 to 44,Self-harm,Rate,2003,34.77666693,1101.62533,2.138999939,Not a Crime,East Asia & Pacific,0,Normal,No,No,2.134000063,2.088000059,1061.910696,1122.105241,Lower-Middle
Deaths,Solomon Islands,Male,40 to 44,Self-harm,Rate,2004,34.57178729,1126.549857,2.095999956,Not a Crime,East Asia & Pacific,0,Normal,No,No,2.138999939,2.134000063,1101.62533,1061.910696,Lower-Middle
Deaths,Solomon Islands,Male,40 to 44,Self-harm,Rate,2005,34.28111022,1158.864191,2.042000055,Not a Crime,East Asia & Pacific,0,Normal,No,No,2.095999956,2.138999939,1126.549857,1101.62533,Lower-Middle
Deaths,Solomon Islands,Male,40 to 44,Self-harm,Rate,2006,34.08600334,1210.61573,1.934999943,Not a Crime,East Asia & Pacific,0,Normal,No,No,2.042000055,2.095999956,1158.864191,1126.549857,Lower-Middle
Deaths,Solomon Islands,Male,40 to 44,Self-harm,Rate,2007,33.78743291,1270.050159,1.847000003,Not a Crime,East Asia & Pacific,0,Normal,No,No,1.934999943,2.042000055,1210.61573,1158.864191,Lower-Middle
Deaths,Solomon Islands,Male,40 to 44,Self-harm,Rate,2008,33.38984179,1329.960289,1.819000006,Not a Crime,East Asia & Pacific,0,Normal,No,No,1.847000003,1.934999943,1270.050159,1210.61573,Lower-Middle
Deaths,Solomon Islands,Male,40 to 44,Self-harm,Rate,2009,33.07079765,1237.871751,2.019999981,Not a Crime,East Asia & Pacific,0,Normal,No,No,1.819000006,1.847000003,1329.960289,1270.050159,Lower-Middle
Deaths,Solomon Islands,Male,40 to 44,Self-harm,Rate,2010,32.76063647,1290.398786,1.654999971,Not a Crime,East Asia & Pacific,0,Normal,No,No,2.019999981,1.819000006,1237.871751,1329.960289,Lower-Middle
Deaths,Solomon Islands,Male,40 to 44,Self-harm,Rate,2011,32.35097305,1423.829176,1.286000013,Not a Crime,East Asia & Pacific,0,Normal,No,No,1.654999971,2.019999981,1290.398786,1237.871751,Lower-Middle
Deaths,Solomon Islands,Male,40 to 44,Self-harm,Rate,2012,31.97537448,1449.75581,0.967999995,Not a Crime,East Asia & Pacific,0,Normal,No,No,1.286000013,1.654999971,1423.829176,1290.398786,Lower-Middle
Deaths,Solomon Islands,Male,40 to 44,Self-harm,Rate,2013,31.65953626,1453.587861,0.694000006,Not a Crime,East Asia & Pacific,0,Normal,No,No,0.967999995,1.286000013,1449.75581,1423.829176,Lower-Middle
Deaths,Solomon Islands,Male,40 to 44,Self-harm,Rate,2014,31.40613718,1446.436173,0.67900002,Not a Crime,East Asia & Pacific,0,Normal,No,No,0.694000006,0.967999995,1453.587861,1449.75581,Lower-Middle
Deaths,Solomon Islands,Male,40 to 44,Self-harm,Rate,2015,31.21656699,1443.764399,0.66900003,Not a Crime,East Asia & Pacific,0,Normal,No,No,0.67900002,0.694000006,1446.436173,1453.587861,Lower-Middle
Deaths,Solomon Islands,Male,40 to 44,Self-harm,Rate,2016,31.06583778,1451.006359,0.657999992,Not a Crime,East Asia & Pacific,0,Normal,No,No,0.66900003,0.67900002,1443.764399,1446.436173,Lower-Middle
Deaths,Solomon Islands,Male,40 to 44,Self-harm,Rate,2017,31.00541126,1465.329956,0.637000024,Not a Crime,East Asia & Pacific,0,Normal,No,No,0.657999992,0.66900003,1451.006359,1443.764399,Lower-Middle
Deaths,Solomon Islands,Male,45 to 49,Self-harm,Rate,1991,32.40174252,1338.326728,1.929999948,Not a Crime,East Asia & Pacific,0,Normal,No,No,,,,,Lower-Middle
Deaths,Solomon Islands,Male,45 to 49,Self-harm,Rate,1992,31.88505768,1466.051335,1.970000029,Not a Crime,East Asia & Pacific,0,Normal,No,No,1.929999948,,1338.326728,,Lower-Middle
Deaths,Solomon Islands,Male,45 to 49,Self-harm,Rate,1993,31.35092993,1481.653539,2.051000118,Not a Crime,East Asia & Pacific,0,Normal,No,No,1.970000029,1.929999948,1466.051335,1338.326728,Lower-Middle
Deaths,Solomon Islands,Male,45 to 49,Self-harm,Rate,1994,30.71744235,1572.586906,2.065999985,Not a Crime,East Asia & Pacific,0,Normal,No,No,2.051000118,1.970000029,1481.653539,1466.051335,Lower-Middle
Deaths,Solomon Islands,Male,45 to 49,Self-harm,Rate,1995,30.0351213,1654.540151,2.069999933,Not a Crime,East Asia & Pacific,0,Normal,No,No,2.065999985,2.051000118,1572.586906,1481.653539,Lower-Middle
Deaths,Solomon Islands,Male,45 to 49,Self-harm,Rate,1996,29.38632644,1634.503803,2.082000017,Not a Crime,East Asia & Pacific,0,Normal,No,No,2.069999933,2.065999985,1654.540151,1572.586906,Lower-Middle
Deaths,Solomon Islands,Male,45 to 49,Self-harm,Rate,1997,28.83897745,1566.560204,2.071000099,Not a Crime,East Asia & Pacific,0,Normal,No,No,2.082000017,2.069999933,1634.503803,1654.540151,Lower-Middle
Deaths,Solomon Islands,Male,45 to 49,Self-harm,Rate,1998,28.3277152,1550.860938,2.066999912,Not a Crime,East Asia & Pacific,0,Normal,No,No,2.071000099,2.082000017,1566.560204,1634.503803,Lower-Middle
Deaths,Solomon Islands,Male,45 to 49,Self-harm,Rate,1999,27.86432032,1501.512464,2.10800004,Not a Crime,East Asia & Pacific,0,Normal,No,No,2.066999912,2.071000099,1550.860938,1566.560204,Lower-Middle
Deaths,Solomon Islands,Male,45 to 49,Self-harm,Rate,2000,27.5605697,1252.739311,2.09100008,Not a Crime,East Asia & Pacific,0,Normal,No,No,2.10800004,2.066999912,1501.512464,1550.860938,Lower-Middle
Deaths,Solomon Islands,Male,45 to 49,Self-harm,Rate,2001,27.34740705,1122.105241,2.088000059,Not a Crime,East Asia & Pacific,0,Normal,No,No,2.09100008,2.10800004,1252.739311,1501.512464,Lower-Middle
Deaths,Solomon Islands,Male,45 to 49,Self-harm,Rate,2002,27.19353641,1061.910696,2.134000063,Not a Crime,East Asia & Pacific,0,Normal,No,No,2.088000059,2.09100008,1122.105241,1252.739311,Lower-Middle
Deaths,Solomon Islands,Male,45 to 49,Self-harm,Rate,2003,27.01232475,1101.62533,2.138999939,Not a Crime,East Asia & Pacific,0,Normal,No,No,2.134000063,2.088000059,1061.910696,1122.105241,Lower-Middle
Deaths,Solomon Islands,Male,45 to 49,Self-harm,Rate,2004,26.79279414,1126.549857,2.095999956,Not a Crime,East Asia & Pacific,0,Normal,No,No,2.138999939,2.134000063,1101.62533,1061.910696,Lower-Middle
Deaths,Solomon Islands,Male,45 to 49,Self-harm,Rate,2005,26.5270223,1158.864191,2.042000055,Not a Crime,East Asia & Pacific,0,Normal,No,No,2.095999956,2.138999939,1126.549857,1101.62533,Lower-Middle
Deaths,Solomon Islands,Male,45 to 49,Self-harm,Rate,2006,26.34516687,1210.61573,1.934999943,Not a Crime,East Asia & Pacific,0,Normal,No,No,2.042000055,2.095999956,1158.864191,1126.549857,Lower-Middle
Deaths,Solomon Islands,Male,45 to 49,Self-harm,Rate,2007,26.11173933,1270.050159,1.847000003,Not a Crime,East Asia & Pacific,0,Normal,No,No,1.934999943,2.042000055,1210.61573,1158.864191,Lower-Middle
Deaths,Solomon Islands,Male,45 to 49,Self-harm,Rate,2008,25.81684119,1329.960289,1.819000006,Not a Crime,East Asia & Pacific,0,Normal,No,No,1.847000003,1.934999943,1270.050159,1210.61573,Lower-Middle
Deaths,Solomon Islands,Male,45 to 49,Self-harm,Rate,2009,25.55483939,1237.871751,2.019999981,Not a Crime,East Asia & Pacific,0,Normal,No,No,1.819000006,1.847000003,1329.960289,1270.050159,Lower-Middle
Deaths,Solomon Islands,Male,45 to 49,Self-harm,Rate,2010,25.25722265,1290.398786,1.654999971,Not a Crime,East Asia & Pacific,0,Normal,No,No,2.019999981,1.819000006,1237.871751,1329.960289,Lower-Middle
Deaths,Solomon Islands,Male,45 to 49,Self-harm,Rate,2011,24.8693167,1423.829176,1.286000013,Not a Crime,East Asia & Pacific,0,Normal,No,No,1.654999971,2.019999981,1290.398786,1237.871751,Lower-Middle
Deaths,Solomon Islands,Male,45 to 49,Self-harm,Rate,2012,24.53338979,1449.75581,0.967999995,Not a Crime,East Asia & Pacific,0,Normal,No,No,1.286000013,1.654999971,1423.829176,1290.398786,Lower-Middle
Deaths,Solomon Islands,Male,45 to 49,Self-harm,Rate,2013,24.25211143,1453.587861,0.694000006,Not a Crime,East Asia & Pacific,0,Normal,No,No,0.967999995,1.286000013,1449.75581,1423.829176,Lower-Middle
Deaths,Solomon Islands,Male,45 to 49,Self-harm,Rate,2014,24.02162374,1446.436173,0.67900002,Not a Crime,East Asia & Pacific,0,Normal,No,No,0.694000006,0.967999995,1453.587861,1449.75581,Lower-Middle
Deaths,Solomon Islands,Male,45 to 49,Self-harm,Rate,2015,23.83790846,1443.764399,0.66900003,Not a Crime,East Asia & Pacific,0,Normal,No,No,0.67900002,0.694000006,1446.436173,1453.587861,Lower-Middle
Deaths,Solomon Islands,Male,45 to 49,Self-harm,Rate,2016,23.67658893,1451.006359,0.657999992,Not a Crime,East Asia & Pacific,0,Normal,No,No,0.66900003,0.67900002,1443.764399,1446.436173,Lower-Middle
Deaths,Solomon Islands,Male,45 to 49,Self-harm,Rate,2017,23.59917009,1465.329956,0.637000024,Not a Crime,East Asia & Pacific,0,Normal,No,No,0.657999992,0.66900003,1451.006359,1443.764399,Lower-Middle
Deaths,Solomon Islands,Male,50 to 54,Self-harm,Rate,1991,29.48340025,1338.326728,1.929999948,Not a Crime,East Asia & Pacific,0,Normal,No,No,,,,,Lower-Middle
Deaths,Solomon Islands,Male,50 to 54,Self-harm,Rate,1992,29.07535328,1466.051335,1.970000029,Not a Crime,East Asia & Pacific,0,Normal,No,No,1.929999948,,1338.326728,,Lower-Middle
Deaths,Solomon Islands,Male,50 to 54,Self-harm,Rate,1993,28.65968655,1481.653539,2.051000118,Not a Crime,East Asia & Pacific,0,Normal,No,No,1.970000029,1.929999948,1466.051335,1338.326728,Lower-Middle
Deaths,Solomon Islands,Male,50 to 54,Self-harm,Rate,1994,28.16919767,1572.586906,2.065999985,Not a Crime,East Asia & Pacific,0,Normal,No,No,2.051000118,1.970000029,1481.653539,1466.051335,Lower-Middle
Deaths,Solomon Islands,Male,50 to 54,Self-harm,Rate,1995,27.68996623,1654.540151,2.069999933,Not a Crime,East Asia & Pacific,0,Normal,No,No,2.065999985,2.051000118,1572.586906,1481.653539,Lower-Middle
Deaths,Solomon Islands,Male,50 to 54,Self-harm,Rate,1996,27.21835505,1634.503803,2.082000017,Not a Crime,East Asia & Pacific,0,Normal,No,No,2.069999933,2.065999985,1654.540151,1572.586906,Lower-Middle
Deaths,Solomon Islands,Male,50 to 54,Self-harm,Rate,1997,26.79286435,1566.560204,2.071000099,Not a Crime,East Asia & Pacific,0,Normal,No,No,2.082000017,2.069999933,1634.503803,1654.540151,Lower-Middle
Deaths,Solomon Islands,Male,50 to 54,Self-harm,Rate,1998,26.37275099,1550.860938,2.066999912,Not a Crime,East Asia & Pacific,0,Normal,No,No,2.071000099,2.082000017,1566.560204,1634.503803,Lower-Middle
Deaths,Solomon Islands,Male,50 to 54,Self-harm,Rate,1999,25.92651474,1501.512464,2.10800004,Not a Crime,East Asia & Pacific,0,Normal,No,No,2.066999912,2.071000099,1550.860938,1566.560204,Lower-Middle
Deaths,Solomon Islands,Male,50 to 54,Self-harm,Rate,2000,25.6301478,1252.739311,2.09100008,Not a Crime,East Asia & Pacific,0,Normal,No,No,2.10800004,2.066999912,1501.512464,1550.860938,Lower-Middle
Deaths,Solomon Islands,Male,50 to 54,Self-harm,Rate,2001,25.34783183,1122.105241,2.088000059,Not a Crime,East Asia & Pacific,0,Normal,No,No,2.09100008,2.10800004,1252.739311,1501.512464,Lower-Middle
Deaths,Solomon Islands,Male,50 to 54,Self-harm,Rate,2002,25.12506752,1061.910696,2.134000063,Not a Crime,East Asia & Pacific,0,Normal,No,No,2.088000059,2.09100008,1122.105241,1252.739311,Lower-Middle
Deaths,Solomon Islands,Male,50 to 54,Self-harm,Rate,2003,24.87397098,1101.62533,2.138999939,Not a Crime,East Asia & Pacific,0,Normal,No,No,2.134000063,2.088000059,1061.910696,1122.105241,Lower-Middle
Deaths,Solomon Islands,Male,50 to 54,Self-harm,Rate,2004,24.60700607,1126.549857,2.095999956,Not a Crime,East Asia & Pacific,0,Normal,No,No,2.138999939,2.134000063,1101.62533,1061.910696,Lower-Middle
Deaths,Solomon Islands,Male,50 to 54,Self-harm,Rate,2005,24.29687593,1158.864191,2.042000055,Not a Crime,East Asia & Pacific,0,Normal,No,No,2.095999956,2.138999939,1126.549857,1101.62533,Lower-Middle
Deaths,Solomon Islands,Male,50 to 54,Self-harm,Rate,2006,24.09000503,1210.61573,1.934999943,Not a Crime,East Asia & Pacific,0,Normal,No,No,2.042000055,2.095999956,1158.864191,1126.549857,Lower-Middle
Deaths,Solomon Islands,Male,50 to 54,Self-harm,Rate,2007,23.87012889,1270.050159,1.847000003,Not a Crime,East Asia & Pacific,0,Normal,No,No,1.934999943,2.042000055,1210.61573,1158.864191,Lower-Middle
Deaths,Solomon Islands,Male,50 to 54,Self-harm,Rate,2008,23.63133308,1329.960289,1.819000006,Not a Crime,East Asia & Pacific,0,Normal,No,No,1.847000003,1.934999943,1270.050159,1210.61573,Lower-Middle
Deaths,Solomon Islands,Male,50 to 54,Self-harm,Rate,2009,23.44473072,1237.871751,2.019999981,Not a Crime,East Asia & Pacific,0,Normal,No,No,1.819000006,1.847000003,1329.960289,1270.050159,Lower-Middle
Deaths,Solomon Islands,Male,50 to 54,Self-harm,Rate,2010,23.24193151,1290.398786,1.654999971,Not a Crime,East Asia & Pacific,0,Normal,No,No,2.019999981,1.819000006,1237.871751,1329.960289,Lower-Middle
Deaths,Solomon Islands,Male,50 to 54,Self-harm,Rate,2011,22.934021,1423.829176,1.286000013,Not a Crime,East Asia & Pacific,0,Normal,No,No,1.654999971,2.019999981,1290.398786,1237.871751,Lower-Middle
Deaths,Solomon Islands,Male,50 to 54,Self-harm,Rate,2012,22.64174168,1449.75581,0.967999995,Not a Crime,East Asia & Pacific,0,Normal,No,No,1.286000013,1.654999971,1423.829176,1290.398786,Lower-Middle
Deaths,Solomon Islands,Male,50 to 54,Self-harm,Rate,2013,22.38953621,1453.587861,0.694000006,Not a Crime,East Asia & Pacific,0,Normal,No,No,0.967999995,1.286000013,1449.75581,1423.829176,Lower-Middle
