Region/Country/Area,Year,Series,Value
South Africa,2017,"Intentional homicide rates per 100,000",35.9
South Africa,2017,"Percentage of male and female intentional homicide victims, Male",63.4
South Africa,2017,"Percentage of male and female intentional homicide victims, Female",10.0
South Africa,2017,"Assault rate per 100,000 population",295.5
South Africa,2017,"Kidnapping at the national level, rate per 100,000",9.6
South Africa,2017,"Total Sexual Violence at the national level, rate per 100,000",88.5
South Africa,2019,"Intentional homicide rates per 100,000",36.7
South Africa,2019,"Percentage of male and female intentional homicide victims, Male",66.0
South Africa,2019,"Percentage of male and female intentional homicide victims, Female",9.0
South Africa,2022,"Intentional homicide rates per 100,000",45.5
South Sudan,2012,"Intentional homicide rates per 100,000",14.1
South-eastern Asia,2005,"Intentional homicide rates per 100,000",2.8
South-eastern Asia,2005,"Percentage of male and female intentional homicide victims, Male",4.6
South-eastern Asia,2005,"Percentage of male and female intentional homicide victims, Female",1.0
South-eastern Asia,2010,"Intentional homicide rates per 100,000",2.8
South-eastern Asia,2010,"Percentage of male and female intentional homicide victims, Male",4.6
South-eastern Asia,2010,"Percentage of male and female intentional homicide victims, Female",1.0
South-eastern Asia,2015,"Intentional homicide rates per 100,000",2.7
South-eastern Asia,2015,"Percentage of male and female intentional homicide victims, Male",4.6
South-eastern Asia,2015,"Percentage of male and female intentional homicide victims, Female",0.9
South-eastern Asia,2021,"Intentional homicide rates per 100,000",3.7
South-eastern Asia,2021,"Percentage of male and female intentional homicide victims, Male",6.3
South-eastern Asia,2021,"Percentage of male and female intentional homicide victims, Female",1.1
South-eastern Asia,2022,"Intentional homicide rates per 100,000",1.8
Southern Asia,2005,"Intentional homicide rates per 100,000",3.9
Southern Asia,2005,"Percentage of male and female intentional homicide victims, Male",5.2
Southern Asia,2005,"Percentage of male and female intentional homicide victims, Female",2.6
Southern Asia,2010,"Intentional homicide rates per 100,000",3.9
Southern Asia,2010,"Percentage of male and female intentional homicide victims, Male",5.0
Southern Asia,2010,"Percentage of male and female intentional homicide victims, Female",2.9
Southern Asia,2015,"Intentional homicide rates per 100,000",3.5
Southern Asia,2015,"Percentage of male and female intentional homicide victims, Male",4.3
Southern Asia,2015,"Percentage of male and female intentional homicide victims, Female",2.5
Southern Asia,2022,"Intentional homicide rates per 100,000",3.0
Southern Asia,2022,"Percentage of male and female intentional homicide victims, Male",3.5
Southern Asia,2022,"Percentage of male and female intentional homicide victims, Female",2.4
Southern Europe,2005,"Intentional homicide rates per 100,000",1.4
Southern Europe,2005,"Percentage of male and female intentional homicide victims, Male",2.1
Southern Europe,2005,"Percentage of male and female intentional homicide victims, Female",0.7
Southern Europe,2010,"Intentional homicide rates per 100,000",1.2
Southern Europe,2010,"Percentage of male and female intentional homicide victims, Male",1.7
Southern Europe,2010,"Percentage of male and female intentional homicide victims, Female",0.7
Southern Europe,2015,"Intentional homicide rates per 100,000",0.9
Southern Europe,2015,"Percentage of male and female intentional homicide victims, Male",1.2
Southern Europe,2015,"Percentage of male and female intentional homicide victims, Female",0.5
Southern Europe,2021,"Intentional homicide rates per 100,000",0.7
Southern Europe,2021,"Percentage of male and female intentional homicide victims, Male",0.9
Southern Europe,2021,"Percentage of male and female intentional homicide victims, Female",0.5
Spain,2005,"Intentional homicide rates per 100,000",1.2
Spain,2005,"Percentage of male and female intentional homicide victims, Male",1.8
Spain,2005,"Percentage of male and female intentional homicide victims, Female",0.6
Spain,2005,"Assault rate per 100,000 population",395.6
Spain,2005,"Kidnapping at the national level, rate per 100,000",0.5
Spain,2010,"Intentional homicide rates per 100,000",0.9
Spain,2010,"Percentage of male and female intentional homicide victims, Male",1.1
Spain,2010,"Percentage of male and female intentional homicide victims, Female",0.7
Spain,2010,"Assault rate per 100,000 population",53.8
Spain,2010,"Kidnapping at the national level, rate per 100,000",0.3
Spain,2010,"Theft at the national level, rate per 100,000 population",310.5
Spain,2010,"Total Sexual Violence at the national level, rate per 100,000",21.4
Spain,2015,"Intentional homicide rates per 100,000",0.7
Spain,2015,"Percentage of male and female intentional homicide victims, Male",0.8
Spain,2015,"Percentage of male and female intentional homicide victims, Female",0.5
Spain,2015,"Assault rate per 100,000 population",62.6
Spain,2015,"Kidnapping at the national level, rate per 100,000",0.2
Spain,2015,"Theft at the national level, rate per 100,000 population",443.1
Spain,2015,"Total Sexual Violence at the national level, rate per 100,000",16.1
Spain,2022,"Intentional homicide rates per 100,000",0.7
Spain,2022,"Percentage of male and female intentional homicide victims, Male",0.9
Spain,2022,"Percentage of male and female intentional homicide victims, Female",0.5
Spain,2022,"Assault rate per 100,000 population",42.6
Spain,2022,"Kidnapping at the national level, rate per 100,000",0.2
Spain,2022,"Theft at the national level, rate per 100,000 population",382.0
Spain,2022,"Total Sexual Violence at the national level, rate per 100,000",31.4
Sri Lanka,2004,"Assault rate per 100,000 population",108.6
Sri Lanka,2004,"Kidnapping at the national level, rate per 100,000",4.5
Sri Lanka,2004,"Theft at the national level, rate per 100,000 population",135.0
Sri Lanka,2005,"Intentional homicide rates per 100,000",6.2
Sri Lanka,2010,"Intentional homicide rates per 100,000",3.7
Sri Lanka,2010,"Percentage of male and female intentional homicide victims, Male",5.9
Sri Lanka,2010,"Percentage of male and female intentional homicide victims, Female",1.6
Sri Lanka,2010,"Assault rate per 100,000 population",312.6
Sri Lanka,2010,"Kidnapping at the national level, rate per 100,000",1.0
Sri Lanka,2010,"Theft at the national level, rate per 100,000 population",61.4
Sri Lanka,2010,"Total Sexual Violence at the national level, rate per 100,000",4.3
Sri Lanka,2015,"Intentional homicide rates per 100,000",2.3
Sri Lanka,2015,"Percentage of male and female intentional homicide victims, Male",3.6
Sri Lanka,2015,"Percentage of male and female intentional homicide victims, Female",1.0
Sri Lanka,2015,"Assault rate per 100,000 population",17.8
Sri Lanka,2015,"Kidnapping at the national level, rate per 100,000",1.2
Sri Lanka,2015,"Theft at the national level, rate per 100,000 population",30.1
Sri Lanka,2015,"Total Sexual Violence at the national level, rate per 100,000",13.8
Sri Lanka,2018,"Intentional homicide rates per 100,000",2.4
Sri Lanka,2018,"Percentage of male and female intentional homicide victims, Male",3.9
Sri Lanka,2018,"Percentage of male and female intentional homicide victims, Female",0.9
Sri Lanka,2018,"Assault rate per 100,000 population",13.4
Sri Lanka,2018,"Kidnapping at the national level, rate per 100,000",1.2
Sri Lanka,2018,"Theft at the national level, rate per 100,000 population",27.8
Sri Lanka,2018,"Total Sexual Violence at the national level, rate per 100,000",12.0
Sri Lanka,2019,"Intentional homicide rates per 100,000",3.4
Sri Lanka,2019,"Percentage of male and female intentional homicide victims, Male",4.7
Sri Lanka,2019,"Percentage of male and female intentional homicide victims, Female",2.2
Sri Lanka,2019,"Assault rate per 100,000 population",12.7
Sri Lanka,2019,"Kidnapping at the national level, rate per 100,000",1.0
Sri Lanka,2019,"Total Sexual Violence at the national level, rate per 100,000",11.7
State of Palestine,2005,"Intentional homicide rates per 100,000",2.3
State of Palestine,2005,"Assault rate per 100,000 population",185.6
State of Palestine,2005,"Kidnapping at the national level, rate per 100,000",5.7
State of Palestine,2005,"Theft at the national level, rate per 100,000 population",123.6
State of Palestine,2010,"Intentional homicide rates per 100,000",1.0
State of Palestine,2010,"Percentage of male and female intentional homicide victims, Male",1.1
State of Palestine,2010,"Percentage of male and female intentional homicide victims, Female",0.5
State of Palestine,2010,"Assault rate per 100,000 population",7.2
State of Palestine,2010,"Kidnapping at the national level, rate per 100,000",0.5
State of Palestine,2010,"Theft at the national level, rate per 100,000 population",68.7
State of Palestine,2010,"Total Sexual Violence at the national level, rate per 100,000",4.4
State of Palestine,2012,"Intentional homicide rates per 100,000",0.7
State of Palestine,2012,"Percentage of male and female intentional homicide victims, Male",1.1
State of Palestine,2012,"Percentage of male and female intentional homicide victims, Female",0.2
State of Palestine,2012,"Assault rate per 100,000 population",8.3
State of Palestine,2012,"Kidnapping at the national level, rate per 100,000",0.3
State of Palestine,2012,"Theft at the national level, rate per 100,000 population",46.5
State of Palestine,2012,"Total Sexual Violence at the national level, rate per 100,000",2.9
State of Palestine,2013,"Intentional homicide rates per 100,000",0.6
State of Palestine,2013,"Total Sexual Violence at the national level, rate per 100,000",3.1
State of Palestine,2015,"Intentional homicide rates per 100,000",1.2
State of Palestine,2015,"Percentage of male and female intentional homicide victims, Male",2.1
State of Palestine,2015,"Percentage of male and female intentional homicide victims, Female",0.3
State of Palestine,2018,"Intentional homicide rates per 100,000",0.5
State of Palestine,2018,"Percentage of male and female intentional homicide victims, Male",0.9
State of Palestine,2018,"Percentage of male and female intentional homicide victims, Female",0.1
State of Palestine,2018,"Assault rate per 100,000 population",15.9
State of Palestine,2018,"Kidnapping at the national level, rate per 100,000",2.9
State of Palestine,2018,"Theft at the national level, rate per 100,000 population",56.2
State of Palestine,2018,"Total Sexual Violence at the national level, rate per 100,000",5.8
State of Palestine,2022,"Intentional homicide rates per 100,000",1.4
State of Palestine,2022,"Percentage of male and female intentional homicide victims, Male",2.6
State of Palestine,2022,"Percentage of male and female intentional homicide victims, Female",0.3
State of Palestine,2022,"Assault rate per 100,000 population",13.2
State of Palestine,2022,"Kidnapping at the national level, rate per 100,000",2.5
State of Palestine,2022,"Theft at the national level, rate per 100,000 population",20.3
Sub-Saharan Africa,2005,"Intentional homicide rates per 100,000",14.6
Sub-Saharan Africa,2005,"Percentage of male and female intentional homicide victims, Male",24.1
Sub-Saharan Africa,2005,"Percentage of male and female intentional homicide victims, Female",5.3
Sub-Saharan Africa,2010,"Intentional homicide rates per 100,000",13.8
Sub-Saharan Africa,2010,"Percentage of male and female intentional homicide victims, Male",22.5
Sub-Saharan Africa,2010,"Percentage of male and female intentional homicide victims, Female",5.2
Sub-Saharan Africa,2015,"Intentional homicide rates per 100,000",13.9
Sub-Saharan Africa,2015,"Percentage of male and female intentional homicide victims, Male",22.8
Sub-Saharan Africa,2015,"Percentage of male and female intentional homicide victims, Female",5.2
Sub-Saharan Africa,2022,"Intentional homicide rates per 100,000",14.3
Sub-Saharan Africa,2022,"Percentage of male and female intentional homicide victims, Male",23.4
Sub-Saharan Africa,2022,"Percentage of male and female intentional homicide victims, Female",5.3
Sudan,2008,"Kidnapping at the national level, rate per 100,000",1.9
Sudan,2008,"Theft at the national level, rate per 100,000 population",234.2
Suriname,2004,"Intentional homicide rates per 100,000",9.0
Suriname,2004,"Theft at the national level, rate per 100,000 population","2,663.1"
Suriname,2005,"Intentional homicide rates per 100,000",13.4
Suriname,2008,"Intentional homicide rates per 100,000",8.1
Suriname,2008,"Percentage of male and female intentional homicide victims, Male",12.3
Suriname,2008,"Percentage of male and female intentional homicide victims, Female",3.8
Suriname,2015,"Intentional homicide rates per 100,000",5.9
Suriname,2015,"Percentage of male and female intentional homicide victims, Male",8.0
Suriname,2015,"Percentage of male and female intentional homicide victims, Female",3.8
Suriname,2015,"Assault rate per 100,000 population",53.9
Suriname,2022,"Intentional homicide rates per 100,000",7.3
Suriname,2022,"Percentage of male and female intentional homicide victims, Male",11.4
Suriname,2022,"Percentage of male and female intentional homicide victims, Female",3.2
Suriname,2022,"Assault rate per 100,000 population",99.5
Suriname,2022,"Theft at the national level, rate per 100,000 population",483.6
Suriname,2022,"Total Sexual Violence at the national level, rate per 100,000",60.8
Sweden,2005,"Intentional homicide rates per 100,000",0.9
Sweden,2005,"Percentage of male and female intentional homicide victims, Male",1.2
Sweden,2005,"Percentage of male and female intentional homicide victims, Female",0.7
Sweden,2005,"Assault rate per 100,000 population",802.6
Sweden,2005,"Theft at the national level, rate per 100,000 population","4,914.2"
Sweden,2005,"Total Sexual Violence at the national level, rate per 100,000",129.4
Sweden,2010,"Intentional homicide rates per 100,000",1.0
Sweden,2010,"Percentage of male and female intentional homicide victims, Male",1.4
Sweden,2010,"Percentage of male and female intentional homicide victims, Female",0.6
Sweden,2010,"Assault rate per 100,000 population",59.6
Sweden,2010,"Theft at the national level, rate per 100,000 population","3,922.1"
Sweden,2010,"Total Sexual Violence at the national level, rate per 100,000",150.6
Sweden,2015,"Intentional homicide rates per 100,000",1.1
Sweden,2015,"Percentage of male and female intentional homicide victims, Male",1.7
Sweden,2015,"Percentage of male and female intentional homicide victims, Female",0.6
Sweden,2015,"Assault rate per 100,000 population",47.2
Sweden,2015,"Theft at the national level, rate per 100,000 population","4,057.6"
Sweden,2015,"Total Sexual Violence at the national level, rate per 100,000",154.7
Sweden,2022,"Intentional homicide rates per 100,000",1.1
Sweden,2022,"Percentage of male and female intentional homicide victims, Male",1.7
Sweden,2022,"Percentage of male and female intentional homicide victims, Female",0.4
Sweden,2022,"Assault rate per 100,000 population",44.0
Sweden,2022,"Theft at the national level, rate per 100,000 population","2,832.2"
Sweden,2022,"Total Sexual Violence at the national level, rate per 100,000",198.5
Switzerland,2002,"Intentional homicide rates per 100,000",1.2
Switzerland,2002,"Percentage of male and female intentional homicide victims, Male",1.0
Switzerland,2002,"Percentage of male and female intentional homicide victims, Female",1.3
Switzerland,2005,"Percentage of male and female intentional homicide victims, Male",1.0
Switzerland,2005,"Percentage of male and female intentional homicide victims, Female",1.0
Switzerland,2005,"Assault rate per 100,000 population",109.0
Switzerland,2005,"Kidnapping at the national level, rate per 100,000",3.3
Switzerland,2005,"Theft at the national level, rate per 100,000 population","1,917.2"
Switzerland,2010,"Intentional homicide rates per 100,000",0.7
Switzerland,2010,"Percentage of male and female intentional homicide victims, Male",0.7
Switzerland,2010,"Percentage of male and female intentional homicide victims, Female",0.7
Switzerland,2010,"Assault rate per 100,000 population",6.2
Switzerland,2010,"Kidnapping at the national level, rate per 100,000",0.0
Switzerland,2010,"Theft at the national level, rate per 100,000 population","2,061.7"
Switzerland,2010,"Total Sexual Violence at the national level, rate per 100,000",31.9
Switzerland,2015,"Intentional homicide rates per 100,000",0.7
Switzerland,2015,"Percentage of male and female intentional homicide victims, Male",0.7
Switzerland,2015,"Percentage of male and female intentional homicide victims, Female",0.7
Switzerland,2015,"Assault rate per 100,000 population",7.4
Switzerland,2015,"Kidnapping at the national level, rate per 100,000",0.0
Switzerland,2015,"Theft at the national level, rate per 100,000 population","1,906.7"
Switzerland,2015,"Total Sexual Violence at the national level, rate per 100,000",32.7
Switzerland,2022,"Intentional homicide rates per 100,000",0.5
Switzerland,2022,"Percentage of male and female intentional homicide victims, Male",0.5
Switzerland,2022,"Percentage of male and female intentional homicide victims, Female",0.5
Switzerland,2022,"Assault rate per 100,000 population",8.7
Switzerland,2022,"Kidnapping at the national level, rate per 100,000",0.0
Switzerland,2022,"Theft at the national level, rate per 100,000 population","1,590.0"
Switzerland,2022,"Total Sexual Violence at the national level, rate per 100,000",36.0
Syrian Arab Republic,2004,"Intentional homicide rates per 100,000",2.4
Syrian Arab Republic,2004,"Assault rate per 100,000 population",35.2
Syrian Arab Republic,2004,"Kidnapping at the national level, rate per 100,000",0.7
Syrian Arab Republic,2004,"Theft at the national level, rate per 100,000 population",63.8
Syrian Arab Republic,2005,"Intentional homicide rates per 100,000",2.3
Syrian Arab Republic,2005,"Assault rate per 100,000 population",33.1
Syrian Arab Republic,2005,"Kidnapping at the national level, rate per 100,000",0.2
Syrian Arab Republic,2008,"Intentional homicide rates per 100,000",2.5
Syrian Arab Republic,2008,"Assault rate per 100,000 population",2.6
Syrian Arab Republic,2008,"Kidnapping at the national level, rate per 100,000",0.1
Syrian Arab Republic,2008,"Theft at the national level, rate per 100,000 population",30.3
Syrian Arab Republic,2008,"Total Sexual Violence at the national level, rate per 100,000",0.4
Syrian Arab Republic,2010,"Intentional homicide rates per 100,000",2.1
Syrian Arab Republic,2018,"Assault rate per 100,000 population",0.7
Syrian Arab Republic,2018,"Theft at the national level, rate per 100,000 population",16.8
Syrian Arab Republic,2018,"Total Sexual Violence at the national level, rate per 100,000",0.3
Tajikistan,2005,"Intentional homicide rates per 100,000",2.3
Tajikistan,2005,"Theft at the national level, rate per 100,000 population",51.3
Tajikistan,2010,"Intentional homicide rates per 100,000",2.4
Tajikistan,2010,"Percentage of male and female intentional homicide victims, Male",4.2
Tajikistan,2010,"Percentage of male and female intentional homicide victims, Female",0.6
Tajikistan,2010,"Assault rate per 100,000 population",72.0
Tajikistan,2010,"Kidnapping at the national level, rate per 100,000",1.9
Tajikistan,2010,"Theft at the national level, rate per 100,000 population",46.7
Tajikistan,2010,"Total Sexual Violence at the national level, rate per 100,000",2.6
Tajikistan,2011,"Intentional homicide rates per 100,000",1.6
Tajikistan,2011,"Percentage of male and female intentional homicide victims, Male",2.8
Tajikistan,2011,"Percentage of male and female intentional homicide victims, Female",0.4
Tajikistan,2011,"Assault rate per 100,000 population",48.0
Tajikistan,2011,"Kidnapping at the national level, rate per 100,000",2.2
Tajikistan,2011,"Theft at the national level, rate per 100,000 population",47.1
Tajikistan,2011,"Total Sexual Violence at the national level, rate per 100,000",2.6
Tajikistan,2020,"Intentional homicide rates per 100,000",0.9
Tajikistan,2020,"Percentage of male and female intentional homicide victims, Male",1.6
Tajikistan,2020,"Percentage of male and female intentional homicide victims, Female",0.2
Thailand,2005,"Intentional homicide rates per 100,000",7.3
Thailand,2005,"Percentage of male and female intentional homicide victims, Male",12.9
Thailand,2005,"Percentage of male and female intentional homicide victims, Female",1.9
Thailand,2005,"Assault rate per 100,000 population",42.9
Thailand,2005,"Kidnapping at the national level, rate per 100,000",0.0
Thailand,2005,"Theft at the national level, rate per 100,000 population",92.5
Thailand,2010,"Intentional homicide rates per 100,000",5.4
Thailand,2010,"Percentage of male and female intentional homicide victims, Male",9.5
Thailand,2010,"Percentage of male and female intentional homicide victims, Female",1.3
Thailand,2010,"Assault rate per 100,000 population",13.3
Thailand,2010,"Kidnapping at the national level, rate per 100,000",0.0
Thailand,2010,"Theft at the national level, rate per 100,000 population",79.6
Thailand,2010,"Total Sexual Violence at the national level, rate per 100,000",2.8
Thailand,2011,"Intentional homicide rates per 100,000",4.8
Thailand,2011,"Percentage of male and female intentional homicide victims, Male",8.5
Thailand,2011,"Percentage of male and female intentional homicide victims, Female",1.3
Thailand,2011,"Assault rate per 100,000 population",19.4
Thailand,2011,"Kidnapping at the national level, rate per 100,000",0.0
Thailand,2011,"Theft at the national level, rate per 100,000 population",65.5
Thailand,2011,"Total Sexual Violence at the national level, rate per 100,000",2.2
Thailand,2014,"Percentage of male and female intentional homicide victims, Male",6.6
Thailand,2014,"Percentage of male and female intentional homicide victims, Female",1.1
Thailand,2014,"Assault rate per 100,000 population",18.1
Thailand,2014,"Kidnapping at the national level, rate per 100,000",0.0
Thailand,2014,"Theft at the national level, rate per 100,000 population",57.0
Thailand,2015,"Assault rate per 100,000 population",19.5
Thailand,2015,"Kidnapping at the national level, rate per 100,000",0.4
Thailand,2015,"Theft at the national level, rate per 100,000 population",56.0
Thailand,2015,"Total Sexual Violence at the national level, rate per 100,000",5.8
Thailand,2022,"Assault rate per 100,000 population",13.5
Thailand,2022,"Kidnapping at the national level, rate per 100,000",0.0
Thailand,2022,"Theft at the national level, rate per 100,000 population",43.0
Thailand,2022,"Total Sexual Violence at the national level, rate per 100,000",3.2
Timor-Leste,2005,"Intentional homicide rates per 100,000",4.7
Timor-Leste,2010,"Intentional homicide rates per 100,000",3.6
Timor-Leste,2015,"Intentional homicide rates per 100,000",4.1
Timor-Leste,2015,"Kidnapping at the national level, rate per 100,000",0.4
Timor-Leste,2015,"Total Sexual Violence at the national level, rate per 100,000",4.6
Timor-Leste,2017,"Kidnapping at the national level, rate per 100,000",0.3
Timor-Leste,2017,"Total Sexual Violence at the national level, rate per 100,000",10.7
Tonga,2005,"Intentional homicide rates per 100,000",3.8
Tonga,2005,"Percentage of male and female intentional homicide victims, Male",7.5
Tonga,2005,"Percentage of male and female intentional homicide victims, Female",0.0
Tonga,2010,"Intentional homicide rates per 100,000",0.9
Tonga,2010,"Percentage of male and female intentional homicide victims, Male",1.8
Tonga,2010,"Percentage of male and female intentional homicide victims, Female",0.0
Tonga,2012,"Intentional homicide rates per 100,000",0.9
Tonga,2012,"Percentage of male and female intentional homicide victims, Male",0.0
Tonga,2012,"Percentage of male and female intentional homicide victims, Female",1.9
Tonga,2019,"Intentional homicide rates per 100,000",1.0
Tonga,2019,"Percentage of male and female intentional homicide victims, Male",1.9
Tonga,2019,"Percentage of male and female intentional homicide victims, Female",1.9
Tonga,2020,"Percentage of male and female intentional homicide victims, Male",3.8
"Total, all countries or areas",2005,"Intentional homicide rates per 100,000",6.3
"Total, all countries or areas",2005,"Percentage of male and female intentional homicide victims, Male",10.1
"Total, all countries or areas",2005,"Percentage of male and female intentional homicide victims, Female",2.6
"Total, all countries or areas",2010,"Intentional homicide rates per 100,000",6.1
"Total, all countries or areas",2010,"Percentage of male and female intentional homicide victims, Male",9.7
"Total, all countries or areas",2010,"Percentage of male and female intentional homicide victims, Female",2.4
"Total, all countries or areas",2015,"Intentional homicide rates per 100,000",5.9
"Total, all countries or areas",2015,"Percentage of male and female intentional homicide victims, Male",9.5
"Total, all countries or areas",2015,"Percentage of male and female intentional homicide victims, Female",2.3
"Total, all countries or areas",2022,"Intentional homicide rates per 100,000",5.6
"Total, all countries or areas",2022,"Percentage of male and female intentional homicide victims, Male",9.0
"Total, all countries or areas",2022,"Percentage of male and female intentional homicide victims, Female",2.2
Trinidad and Tobago,2005,"Intentional homicide rates per 100,000",28.2
Trinidad and Tobago,2005,"Percentage of male and female intentional homicide victims, Male",51.3
Trinidad and Tobago,2005,"Percentage of male and female intentional homicide victims, Female",5.6
Trinidad and Tobago,2005,"Assault rate per 100,000 population",58.5
Trinidad and Tobago,2005,"Kidnapping at the national level, rate per 100,000",4.2
Trinidad and Tobago,2005,"Theft at the national level, rate per 100,000 population",201.0
Trinidad and Tobago,2005,"Total Sexual Violence at the national level, rate per 100,000",58.7
Trinidad and Tobago,2010,"Intentional homicide rates per 100,000",33.5
Trinidad and Tobago,2010,"Percentage of male and female intentional homicide victims, Male",60.4
Trinidad and Tobago,2010,"Percentage of male and female intentional homicide victims, Female",7.4
Trinidad and Tobago,2010,"Assault rate per 100,000 population",43.7
Trinidad and Tobago,2010,"Kidnapping at the national level, rate per 100,000",0.5
Trinidad and Tobago,2010,"Theft at the national level, rate per 100,000 population",289.9
Trinidad and Tobago,2010,"Total Sexual Violence at the national level, rate per 100,000",54.4
Trinidad and Tobago,2015,"Intentional homicide rates per 100,000",28.8
Trinidad and Tobago,2015,"Percentage of male and female intentional homicide victims, Male",54.3
Trinidad and Tobago,2015,"Percentage of male and female intentional homicide victims, Female",3.9
Trinidad and Tobago,2015,"Assault rate per 100,000 population",41.1
Trinidad and Tobago,2015,"Kidnapping at the national level, rate per 100,000",0.3
Trinidad and Tobago,2015,"Theft at the national level, rate per 100,000 population",128.1
Trinidad and Tobago,2015,"Total Sexual Violence at the national level, rate per 100,000",47.6
Trinidad and Tobago,2018,"Intentional homicide rates per 100,000",34.4
Trinidad and Tobago,2018,"Percentage of male and female intentional homicide victims, Male",63.2
Trinidad and Tobago,2018,"Percentage of male and female intentional homicide victims, Female",6.2
Trinidad and Tobago,2018,"Assault rate per 100,000 population",47.9
Trinidad and Tobago,2018,"Kidnapping at the national level, rate per 100,000",1.3
Trinidad and Tobago,2018,"Theft at the national level, rate per 100,000 population",137.9
Trinidad and Tobago,2018,"Total Sexual Violence at the national level, rate per 100,000",52.4
Trinidad and Tobago,2020,"Intentional homicide rates per 100,000",26.3
Trinidad and Tobago,2020,"Percentage of male and female intentional homicide victims, Male",46.1
Trinidad and Tobago,2020,"Percentage of male and female intentional homicide victims, Female",7.0
Trinidad and Tobago,2020,"Theft at the national level, rate per 100,000 population",106.6
Trinidad and Tobago,2020,"Total Sexual Violence at the national level, rate per 100,000",44.8
Trinidad and Tobago,2022,"Intentional homicide rates per 100,000",39.5
Tunisia,2005,"Intentional homicide rates per 100,000",2.5
Tunisia,2010,"Intentional homicide rates per 100,000",2.6
Tunisia,2012,"Intentional homicide rates per 100,000",3.0
Tunisia,2020,"Intentional homicide rates per 100,000",4.6
Tunisia,2020,"Percentage of male and female intentional homicide victims, Male",7.4
Tunisia,2020,"Percentage of male and female intentional homicide victims, Female",1.9
Turkmenistan,2004,"Intentional homicide rates per 100,000",4.3
Turkmenistan,2004,"Kidnapping at the national level, rate per 100,000",2.6
Turkmenistan,2005,"Intentional homicide rates per 100,000",4.2
Turkmenistan,2005,"Assault rate per 100,000 population",1.8
Turkmenistan,2005,"Theft at the national level, rate per 100,000 population",34.0
Turkmenistan,2006,"Intentional homicide rates per 100,000",4.1
Turkmenistan,2006,"Assault rate per 100,000 population",1.7
Turkmenistan,2006,"Theft at the national level, rate per 100,000 population",28.9
Turkmenistan,2010,"Intentional homicide rates per 100,000",2.0
Turkmenistan,2010,"Percentage of male and female intentional homicide victims, Male",2.9
Turkmenistan,2010,"Percentage of male and female intentional homicide victims, Female",1.1
Turkmenistan,2015,"Intentional homicide rates per 100,000",1.1
Turkmenistan,2015,"Percentage of male and female intentional homicide victims, Male",1.8
Turkmenistan,2015,"Percentage of male and female intentional homicide victims, Female",0.4
Turks and Caicos Islands,2002,"Intentional homicide rates per 100,000",9.7
Turks and Caicos Islands,2002,"Percentage of male and female intentional homicide victims, Male",18.9
Turks and Caicos Islands,2002,"Percentage of male and female intentional homicide victims, Female",0.0
Turks and Caicos Islands,2005,"Intentional homicide rates per 100,000",0.0
Turks and Caicos Islands,2009,"Intentional homicide rates per 100,000",7.0
Turks and Caicos Islands,2009,"Percentage of male and female intentional homicide victims, Male",13.8
Turks and Caicos Islands,2009,"Percentage of male and female intentional homicide victims, Female",0.0
Turks and Caicos Islands,2014,"Intentional homicide rates per 100,000",5.7
Turks and Caicos Islands,2014,"Percentage of male and female intentional homicide victims, Male",11.3
Turks and Caicos Islands,2014,"Percentage of male and female intentional homicide victims, Female",0.0
Turks and Caicos Islands,2022,"Intentional homicide rates per 100,000",76.6
Tuvalu,2005,"Intentional homicide rates per 100,000",0.0
Tuvalu,2010,"Intentional homicide rates per 100,000",9.5
Tuvalu,2012,"Intentional homicide rates per 100,000",18.4
Tuvalu,2019,"Intentional homicide rates per 100,000",0.0
Türkiye,2005,"Intentional homicide rates per 100,000",4.8
Türkiye,2005,"Percentage of male and female intentional homicide victims, Male",7.8
Türkiye,2005,"Percentage of male and female intentional homicide victims, Female",1.8
Türkiye,2005,"Assault rate per 100,000 population",153.9
Türkiye,2005,"Kidnapping at the national level, rate per 100,000",12.7
Türkiye,2005,"Theft at the national level, rate per 100,000 population",151.0
Türkiye,2005,"Total Sexual Violence at the national level, rate per 100,000",4.4
Türkiye,2010,"Intentional homicide rates per 100,000",4.2
Türkiye,2010,"Percentage of male and female intentional homicide victims, Male",6.6
Türkiye,2010,"Percentage of male and female intentional homicide victims, Female",1.7
Türkiye,2010,"Assault rate per 100,000 population",301.8
Türkiye,2010,"Kidnapping at the national level, rate per 100,000",18.6
Türkiye,2010,"Theft at the national level, rate per 100,000 population",245.4
Türkiye,2010,"Total Sexual Violence at the national level, rate per 100,000",5.7
Türkiye,2014,"Assault rate per 100,000 population",101.7
Türkiye,2014,"Kidnapping at the national level, rate per 100,000",42.2
Türkiye,2014,"Theft at the national level, rate per 100,000 population",274.2
Türkiye,2014,"Total Sexual Violence at the national level, rate per 100,000",53.4
Türkiye,2015,"Intentional homicide rates per 100,000",2.8
Türkiye,2015,"Percentage of male and female intentional homicide victims, Male",4.5
Türkiye,2015,"Percentage of male and female intentional homicide victims, Female",1.0
Türkiye,2022,"Intentional homicide rates per 100,000",2.7
Türkiye,2022,"Percentage of male and female intentional homicide victims, Male",4.2
Türkiye,2022,"Percentage of male and female intentional homicide victims, Female",1.1
Türkiye,2022,"Theft at the national level, rate per 100,000 population",284.2
Uganda,2005,"Assault rate per 100,000 population",125.6
Uganda,2005,"Theft at the national level, rate per 100,000 population",197.0
Uganda,2005,"Total Sexual Violence at the national level, rate per 100,000",50.5
